country,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL
1991-08,-31.0,16.2,-2.2,,,,,,,7.0,2.1,12.2,-12.1,45.2,27.4,6.6,-24.1,,,,,,,-9.0,-15.9,41.1
1991-09,-47.6,-26.8,11.3,,,,,,,0.0,2.1,9.6,-22.1,31.8,30.3,11.2,-15.7,,,,,,,-8.8,-11.9,39.5
1991-10,-24.7,-9.8,3.4,,,,,,,8.7,-1.9,0.4,-13.5,39.9,33.2,15.3,7.8,,,,,,,-10.8,-20.3,41.3
1991-11,-45.8,5.2,20.3,,,,,,,15.2,-1.9,1.5,-4.4,51.5,29.5,14.3,-5.5,,,,,,,-9.6,-14.2,39.1
1991-12,-7.9,4.2,26.9,,,,,,,14.2,-1.9,6.8,-8.9,58.3,34.0,26.1,-10.3,,,,,,,-9.4,-16.4,41.6
1992-01,-13.3,0.2,7.4,,,,,,,3.4,-10.9,8.7,-14.3,33.3,32.4,24.6,-12.0,,,,,,,-9.2,-13.0,40.8
1992-02,-12.1,-3.8,15.9,,,,,,,12.5,-10.9,2.1,-2.5,42.1,30.5,17.9,-16.1,,,,,,,-8.5,-7.6,40.1
1992-03,-22.0,-17.8,22.7,,,,,,,7.3,-10.9,4.0,-8.6,34.4,36.3,19.8,-1.7,,,,,,,-7.5,-3.2,36.2
1992-04,-9.2,-0.8,14.5,,,,,,,6.4,6.1,11.9,-5.0,36.1,32.4,7.0,1.9,,,,,,,-12.6,-14.8,39.8
1992-05,-4.0,13.2,25.7,,,,,,,8.2,6.1,3.8,-7.0,35.3,29.5,-3.2,-14.4,,,,,,,-8.6,-10.0,39.4
1992-06,-14.0,10.2,29.6,,,,,,,23.2,6.1,-3.1,13.3,53.0,32.6,13.9,32.3,,,,,,,-8.2,-6.7,33.8
1992-07,-26.3,-0.8,21.6,,,,,,,13.7,8.1,8.6,-1.4,51.1,44.5,8.1,-0.9,,,,,,,-8.9,-8.7,39.8
1992-08,-32.1,-16.8,19.8,,,,,,,12.3,8.1,9.2,2.9,43.2,29.5,4.1,-7.1,,,,,,,-7.5,-8.5,38.3
1992-09,-24.0,2.2,23.3,,,,,,,7.1,8.1,7.6,-6.1,34.9,23.1,-1.0,4.4,,,,,,,-10.4,-16.5,40.5
1992-10,-46.8,-8.8,12.4,,,,,,,4.3,-23.9,10.3,-8.5,31.8,27.3,5.3,-22.1,,,,,,,-15.6,-28.1,36.1
1992-11,-37.9,-20.8,14.3,,,,,,,5.9,-23.9,3.5,-19.4,40.5,22.5,-9.3,-29.5,,,,,,,-12.2,-17.8,22.3
1992-12,-36.1,-16.8,8.8,,,,,,,-6.8,-23.9,18.8,-23.9,22.3,15.1,3.5,-6.2,,,,,,,-9.9,-14.8,33.4
1993-01,-34.8,-34.8,4.4,,,,,,,-3.9,-6.9,14.7,-26.3,29.2,28.3,-0.9,-22.1,,,,,,,-9.2,-10.3,22.3
1993-02,-24.9,-46.8,0.9,,,,,,,-7.5,-6.9,15.1,-30.5,23.0,11.4,10.2,-24.3,,,,,,,-16.6,-23.5,45.6
1993-03,-37.5,-40.8,29.8,,,,,,,-0.1,-6.9,13.0,-19.7,32.4,31.4,4.9,-8.8,,,,,,,-14.8,-22.8,42.2
1993-04,-33.2,-40.8,13.6,,,,,,,1.7,-13.9,10.9,-21.0,37.1,27.4,10.8,-21.0,,,,,,,-6.4,-0.9,26.1
1993-05,-29.1,-49.8,11.7,,,,,,,3.5,-13.9,11.8,-12.0,34.4,29.6,7.7,-16.5,,,,,,,-7.8,-2.7,27.7
1993-06,-0.5,-28.8,30.7,,,,,,,-5.8,-13.9,19.9,-29.6,32.2,23.7,6.6,-45.5,,,,,,,-5.5,-1.0,33.0
1993-07,-26.9,-24.8,24.5,,,,,,,0.0,-14.9,20.6,-12.4,33.1,27.5,8.6,-12.7,,,,,,,-4.5,-4.8,27.8
1993-08,-21.5,-10.8,19.8,,,,,,,1.7,-14.9,21.2,-13.0,39.2,31.6,14.7,-9.0,,,,,,,-1.6,1.7,25.3
1993-09,-13.6,-10.8,13.3,,,,,,,-5.6,-14.9,24.6,-29.1,36.9,20.9,6.7,-56.6,,,,,,,-5.3,-4.1,36.6
1993-10,-18.0,-27.8,31.3,,,,,,,8.0,-15.9,15.3,-3.5,42.8,39.3,21.3,-11.0,,,,,,,-2.3,-0.7,28.1
1993-11,-27.2,-22.8,35.3,,,,,,,4.3,-15.9,21.4,-2.3,36.6,24.4,12.0,-24.6,,,,,,,-3.7,-1.8,28.7
1993-12,-25.7,-36.8,38.8,,,,,,,6.2,-15.9,14.9,-8.9,42.3,30.1,11.0,-24.1,,,,,,,-4.7,-2.7,24.9
1994-01,-5.4,-42.8,33.3,,,,,,,14.7,-9.9,11.7,2.6,53.1,36.2,7.5,-12.2,,,,,,,0.6,11.6,16.8
1994-02,-12.4,-42.8,36.9,,,,,,,12.4,-9.9,10.0,-2.6,49.8,35.2,5.6,-28.6,,,,,,,-0.9,5.1,28.4
1994-03,-1.2,-50.8,36.8,,,,,,,11.5,-9.9,8.0,-1.7,44.3,29.5,8.0,-19.9,,,,,,,-1.0,4.4,28.9
1994-04,-7.5,-36.8,34.6,,,,,,,13.7,2.1,2.0,-8.0,51.1,38.3,5.6,-19.9,,,,,,,-3.6,4.0,30.1
1994-05,-5.0,-47.8,32.8,,,,,,,10.9,2.1,15.8,-3.0,51.4,26.7,7.5,-15.7,,,,,,,0.1,12.3,29.1
1994-06,-9.6,-53.8,36.8,,,,,,,8.9,2.1,13.9,2.4,38.3,36.9,22.5,-14.4,,,,,,,0.3,11.2,29.5
1994-07,38.3,-46.8,83.5,,,,,,,16.3,1.1,6.6,5.6,50.1,39.7,14.1,2.4,,,,,,,0.8,4.7,34.7
1994-08,37.0,35.2,40.7,,,,,,,12.3,1.1,12.2,1.0,48.3,33.6,15.3,-9.9,,,,,,,1.8,9.9,35.3
1994-09,39.6,52.2,49.2,,,,,,,20.4,1.1,12.6,13.9,60.0,54.6,12.4,-5.6,,,,,,,-0.5,12.0,34.4
1994-10,25.9,-0.8,55.3,,,,,,,19.7,7.1,10.2,8.6,60.8,42.4,11.5,3.2,,,,,,,1.8,11.1,29.4
1994-11,28.1,10.2,68.3,,,,,,,18.0,7.1,13.4,9.7,57.7,47.4,15.1,-0.6,,,,,,,1.2,8.9,33.0
1994-12,13.2,15.2,60.8,,,,,,,23.2,7.1,5.9,10.1,65.3,41.0,9.5,5.0,,,,,,,1.1,10.5,30.3
1995-01,-10.1,-17.8,49.2,,,,,,,22.3,11.1,8.7,13.6,62.0,49.2,15.9,6.7,,,,,,,5.8,19.7,26.0
1995-02,18.0,-37.8,41.9,,,,,,,14.7,11.1,10.0,-0.7,54.7,40.0,15.0,4.1,,,,,,,3.5,15.3,30.0
1995-03,-14.1,-43.8,42.9,,,,,,,16.2,11.1,9.0,6.3,51.3,46.5,21.1,4.0,,,,,,,3.6,14.1,30.5
1995-04,26.4,-23.8,69.6,,,,,,,25.4,13.1,-0.1,21.0,55.2,48.4,20.3,13.2,,,,,,,0.5,11.4,34.2
1995-05,27.0,-27.8,57.8,,,,,,,22.6,13.1,2.7,15.0,55.5,44.8,23.3,15.1,,,,,,,1.6,12.1,37.3
1995-06,17.5,-21.8,62.0,,,,,,,23.0,13.1,5.9,12.5,62.3,44.0,9.4,-3.4,,,,,,,2.4,11.7,32.1
1995-07,10.8,33.2,63.5,,,,,,,23.7,6.1,7.7,19.6,59.1,46.8,16.7,16.7,,,,,,,2.3,11.1,35.7
1995-08,10.9,3.2,60.7,,,,,,,22.0,6.1,2.3,11.0,57.3,45.7,18.0,2.2,,,,,,,4.5,16.6,35.1
1995-09,2.4,4.2,44.1,,,,,,,4.7,6.1,25.6,1.9,38.0,46.4,15.1,9.3,,,,,,,4.6,15.1,28.1
1995-10,6.1,17.2,48.2,,,,,,,14.4,1.1,10.2,0.6,52.8,42.5,10.7,3.4,,,,,,,4.9,13.5,28.0
1995-11,9.0,4.2,49.4,,,,,,,16.7,1.1,4.4,10.8,43.7,32.3,6.3,4.3,,,,,,,8.3,19.4,28.6
1995-12,27.9,25.2,49.8,,,,,,,23.8,1.1,-0.1,16.2,55.3,29.0,-1.2,9.1,,,,,,,6.1,21.8,30.7
1996-01,28.2,33.2,70.2,,,,,,,15.9,-7.9,5.7,11.6,41.9,29.2,13.3,-16.4,,,,,,,7.5,20.4,23.5
1996-02,17.8,15.2,68.9,,,,,,,6.9,-7.9,10.0,-6.7,37.5,22.8,8.3,-11.2,,,,,,,6.1,17.7,25.8
1996-03,15.6,14.2,52.0,,,,,,,20.5,-7.9,6.0,9.2,58.2,26.6,16.2,-8.0,,,,,,,4.5,17.1,26.6
1996-04,32.1,36.2,75.6,,,,,,,12.1,-0.9,7.9,-3.0,47.2,41.4,17.1,-3.7,,,,,,,6.0,14.3,24.0
1996-05,11.9,26.2,64.8,,,,,,,8.3,-0.9,7.7,-4.0,36.5,40.9,9.2,-22.0,,,,,,,5.8,14.2,25.4
1996-06,11.3,23.2,46.1,,,,,,,12.6,-0.9,10.0,3.5,44.4,42.2,13.4,-15.4,,,,,,,4.9,14.9,25.5
1996-07,28.2,16.2,46.5,,,,,,,4.7,3.1,15.7,-6.4,36.0,32.9,-0.8,-31.0,,,,,,,5.3,10.9,23.7
1996-08,27.7,23.2,59.6,,,,,,,17.0,3.1,8.3,3.1,56.4,32.8,8.8,-6.7,,,,,,,3.4,7.7,28.5
1996-09,33.0,38.2,83.1,,,,,,,8.7,3.1,10.7,-6.2,43.0,30.3,8.7,-18.7,,,,,,,5.5,12.1,28.3
1996-10,3.7,7.2,58.2,,,,,,,14.4,18.1,5.1,-1.4,49.8,51.6,4.8,-12.4,,,,,,,6.7,16.1,23.0
1996-11,39.0,30.2,47.4,,,,,,,11.1,18.1,11.4,-4.1,48.7,40.2,2.4,-4.8,,,,,,,4.7,15.1,27.2
1996-12,34.5,40.2,53.9,,,,,,,12.2,18.1,8.9,-3.8,49.4,37.8,7.0,-29.8,,,,,,,7.0,17.9,26.7
1997-01,26.0,42.2,53.1,,,,,,,13.9,2.1,1.7,-2.5,45.9,44.1,-1.3,-3.5,,,,,,,7.6,21.6,27.5
1997-02,34.5,37.2,78.9,,,,,,,11.2,2.1,4.9,-1.9,40.3,41.5,7.6,5.4,,,,,,,10.1,23.2,28.0
1997-03,29.6,27.2,55.0,,,,,,,11.1,2.1,5.0,-3.8,42.2,33.5,11.5,-0.1,,,,,,,10.4,18.9,27.2
1997-04,22.9,42.2,53.7,,,,,,,20.1,13.1,-0.1,6.0,54.3,33.5,5.0,-6.5,,,,,,,10.0,22.2,24.1
1997-05,33.3,57.2,60.8,,,,,,,18.3,13.1,6.7,5.1,56.5,46.0,13.1,18.8,,,,,,,11.3,24.2,26.7
1997-06,37.5,69.2,65.2,,,,,,,19.0,13.1,-2.0,3.5,51.5,45.4,15.4,-0.4,,,,,,,11.9,23.1,26.0
1997-07,14.5,66.2,72.4,,,,,,,14.6,0.1,1.7,9.6,36.0,30.0,24.7,-7.8,,,,,,,11.4,21.9,27.1
1997-08,32.8,59.2,87.6,,,,,,,17.4,0.1,-3.7,1.1,47.5,40.8,6.6,-6.6,,,,,,,11.3,18.1,26.2
1997-09,28.7,31.2,86.0,,,,,,,11.7,0.1,1.7,-4.2,40.9,21.1,10.4,-14.8,,,,,,,13.0,23.4,26.3
1997-10,19.8,57.2,87.1,,,,,,,20.8,29.1,3.1,-2.4,67.9,38.9,2.9,-5.2,,,,,,,12.6,25.9,31.1
1997-11,25.7,25.2,67.4,73.7,29.1,27.5,22.0,34.6,20.3,24.5,29.1,4.3,8.9,68.8,46.1,7.4,3.2,,,,,,,15.3,27.3,27.5
1997-12,-4.5,31.2,62.8,68.1,39.0,32.4,24.2,42.9,9.8,17.9,29.1,5.0,3.2,55.5,36.7,6.1,-1.7,,,,,,,14.6,26.2,30.9
1998-01,31.8,64.2,89.0,49.8,28.4,14.1,26.6,5.1,35.8,22.5,8.1,-4.3,7.5,55.8,46.1,-3.1,-0.6,38.2,34.1,37.9,26.3,28.1,13.2,11.0,19.3,42.5
1998-02,17.5,48.2,54.9,63.2,12.9,19.2,27.1,30.4,18.7,21.0,8.1,7.9,9.0,62.0,45.2,5.9,-19.9,39.2,45.6,58.9,38.7,53.0,38.7,11.7,22.3,38.0
1998-03,14.7,34.2,69.0,69.8,31.9,27.7,41.4,32.8,18.5,15.7,8.1,4.0,8.1,43.1,27.5,5.8,-11.2,39.3,44.8,53.1,41.8,47.9,50.0,11.8,21.1,38.2
1998-04,16.2,49.2,49.7,68.2,31.9,27.2,37.8,34.1,18.5,17.5,13.1,5.8,4.9,53.4,34.5,-0.1,-7.4,39.7,50.9,61.6,51.4,54.3,39.4,11.9,19.9,39.3
1998-05,15.9,43.2,51.8,63.9,49.7,32.4,25.8,32.1,16.4,19.0,13.1,3.7,3.1,57.5,31.1,-0.9,-4.3,45.7,49.4,64.3,38.1,56.2,35.3,9.0,15.9,39.9
1998-06,32.4,53.2,56.2,58.7,55.5,28.0,32.0,35.0,30.2,18.7,13.1,4.0,7.6,52.6,38.6,8.5,-5.4,41.6,46.4,56.6,41.0,40.6,36.5,10.3,18.7,44.6
1998-07,32.3,53.2,55.4,52.8,28.0,20.0,20.6,33.9,20.7,12.9,21.1,7.8,1.7,44.8,36.1,-1.6,-4.6,41.7,53.2,65.5,52.3,43.9,42.3,10.4,17.9,40.5
1998-08,10.4,56.2,58.6,51.2,58.9,25.8,19.1,9.6,32.8,13.1,21.1,5.4,0.2,44.6,34.9,6.3,-14.4,39.5,50.4,58.2,53.5,45.8,48.2,9.7,16.7,40.0
1998-09,34.0,67.2,51.0,45.2,29.1,20.3,13.4,19.3,13.4,14.6,21.1,9.7,2.7,50.8,35.8,10.2,-14.0,42.8,55.5,65.5,58.2,50.2,45.7,11.6,15.8,38.5
1998-10,25.4,51.2,45.1,55.3,28.5,22.4,15.5,24.8,16.5,11.2,17.1,9.0,-5.4,48.1,41.2,-6.2,-13.0,46.5,48.5,47.6,51.5,44.4,40.0,9.2,9.7,33.6
1998-11,28.0,61.2,53.4,44.2,5.5,11.0,16.8,19.1,16.6,7.2,17.1,5.3,-12.0,38.9,31.1,5.4,-16.9,44.8,48.8,53.9,47.6,41.4,37.8,11.2,13.9,37.4
1998-12,34.1,61.2,61.8,50.1,25.2,23.9,29.4,19.6,3.6,8.0,17.1,13.0,-2.8,39.7,38.6,-6.8,-8.7,41.9,47.8,49.2,52.2,39.2,39.2,13.8,21.3,36.4
1999-01,13.0,67.2,42.0,59.8,37.4,29.0,15.4,28.5,10.2,-0.2,-0.9,18.7,-12.5,30.7,28.1,-6.0,-22.7,42.3,46.9,54.1,44.4,41.5,38.7,11.8,22.3,35.5
1999-02,20.2,46.5,46.2,48.9,22.4,21.4,18.5,26.1,7.2,18.9,-0.9,4.9,4.9,56.8,36.0,-5.9,-19.3,45.9,49.2,55.6,46.1,42.1,41.3,9.3,16.7,35.6
1999-03,23.2,46.5,46.3,52.9,32.0,25.6,29.1,28.1,8.1,11.7,-0.9,12.0,3.1,44.0,30.3,1.2,-7.2,37.0,44.0,54.5,40.6,40.7,33.5,12.3,19.0,38.8
1999-04,17.2,65.2,59.8,62.9,29.7,25.3,19.3,33.3,16.6,10.5,-1.9,5.8,-14.1,51.5,41.6,14.8,-22.2,38.7,44.0,54.4,38.9,38.5,39.9,11.9,22.2,41.3
1999-05,9.8,14.2,46.7,61.4,35.0,29.0,28.6,48.4,9.5,15.3,-1.9,14.7,3.1,57.6,17.3,-2.0,-6.3,51.2,52.5,54.7,51.4,37.5,43.3,12.9,21.0,38.6
1999-06,5.9,37.2,60.3,55.1,17.6,20.1,27.4,24.1,12.4,16.8,-1.9,4.0,-0.3,54.7,36.9,10.8,-13.4,48.1,48.4,53.7,43.5,42.0,36.3,13.2,23.2,43.3
1999-07,35.8,58.2,65.3,53.8,48.4,29.9,27.9,31.3,12.4,18.8,11.1,3.8,12.7,47.5,47.1,13.1,-23.4,43.3,43.2,43.5,42.7,42.1,36.9,14.0,24.6,44.1
1999-08,34.7,60.2,87.7,55.8,35.5,28.8,15.8,32.2,5.0,21.8,11.1,4.4,-0.8,70.7,44.9,16.2,7.7,50.0,50.1,49.7,50.6,42.7,33.9,13.9,24.3,44.1
1999-09,21.3,57.2,73.0,54.8,39.7,29.8,30.1,32.9,5.3,21.8,11.1,10.8,15.6,60.7,59.5,11.1,6.9,43.7,41.4,42.5,38.0,39.4,31.2,12.2,18.2,42.1
1999-10,22.2,41.2,67.1,71.2,45.3,35.5,28.5,35.3,9.9,23.3,16.1,8.0,11.6,66.3,45.5,14.7,-4.9,47.4,45.3,50.3,38.0,43.5,30.9,15.4,21.8,41.2
1999-11,32.8,47.2,64.4,62.0,42.8,30.7,30.1,36.3,12.8,36.6,16.1,-11.7,21.1,77.1,48.0,10.4,34.2,42.8,44.7,51.7,39.7,40.9,34.3,15.0,25.6,41.9
1999-12,15.9,47.2,82.8,51.1,48.1,31.1,14.3,24.3,5.8,34.0,16.1,-13.0,29.2,59.8,57.5,19.1,21.4,53.4,54.3,59.3,50.1,41.5,41.4,14.5,25.8,45.3
2000-01,33.1,40.2,78.9,42.7,29.8,14.6,22.7,38.6,28.6,25.8,-0.9,2.7,12.5,67.5,45.1,23.9,-1.9,50.5,52.6,57.8,49.6,44.3,40.5,15.7,30.2,44.9
2000-02,33.4,60.0,85.4,60.1,31.5,27.3,19.6,38.2,9.8,23.5,-0.9,2.9,14.8,58.6,44.7,19.3,11.3,42.1,49.2,58.3,47.3,39.4,42.9,12.5,19.3,50.7
2000-03,38.7,55.9,85.3,62.4,46.3,34.7,24.1,31.4,4.5,25.0,-0.9,0.0,12.1,62.8,62.2,23.5,18.7,53.0,52.8,54.9,50.4,44.0,36.9,11.8,18.2,53.8
2000-04,26.0,37.9,75.0,62.3,43.7,29.2,32.9,32.0,18.4,21.6,26.1,1.8,15.9,50.6,44.6,25.8,33.9,48.9,49.4,55.4,43.9,42.9,40.2,15.1,20.7,49.3
2000-05,27.8,51.3,73.7,64.5,47.9,35.6,30.1,52.4,5.8,21.7,26.1,2.7,16.1,51.7,45.2,19.8,24.7,37.1,44.8,48.0,49.3,41.6,41.5,11.9,15.4,50.8
2000-06,27.5,47.1,80.8,69.9,47.4,38.2,26.8,49.5,2.8,26.2,26.1,2.0,9.7,70.8,51.2,14.1,32.6,40.4,42.6,43.1,44.2,45.3,42.2,11.6,15.4,50.8
2000-07,24.9,47.8,70.8,64.6,38.6,34.7,14.1,54.5,-0.8,24.0,29.1,-1.1,7.8,63.2,44.2,16.8,21.7,44.9,44.4,51.1,37.4,42.4,37.2,11.9,13.6,49.9
2000-08,23.1,50.5,83.3,55.0,44.6,30.4,28.6,46.6,8.5,21.2,29.1,0.4,6.3,57.8,46.0,22.2,14.8,42.8,42.7,51.4,34.0,40.1,33.7,13.5,17.2,51.4
2000-09,29.1,44.1,67.4,58.0,40.1,29.4,12.9,26.3,10.0,22.8,29.1,2.8,11.6,59.6,40.3,17.0,12.7,46.6,47.6,54.7,41.4,42.4,42.0,7.5,3.9,52.1
2000-10,45.6,35.3,90.1,48.6,51.8,33.0,16.8,20.8,1.4,10.0,8.1,16.0,3.6,42.5,49.8,15.6,12.3,42.5,49.5,58.5,47.3,40.3,42.4,8.3,7.1,52.4
2000-11,37.2,20.3,76.1,64.5,41.7,32.5,25.3,51.1,8.6,14.7,8.1,2.3,-5.9,52.3,16.9,3.4,-9.7,48.2,50.1,56.3,45.8,43.8,40.6,7.3,2.5,48.5
2000-12,34.6,47.7,80.8,57.8,33.5,26.1,13.5,41.4,13.1,19.7,8.1,4.1,1.3,61.9,36.4,17.1,-0.4,42.3,41.4,47.2,34.7,43.2,32.7,13.4,9.8,45.9
2001-01,28.7,36.5,39.1,53.5,30.9,23.0,24.1,26.0,15.3,19.7,6.1,-0.3,-4.6,63.3,44.1,10.9,-24.1,43.2,41.6,43.0,38.7,40.5,31.9,7.1,3.9,35.1
2001-02,28.2,47.5,72.4,59.7,32.2,28.3,21.2,29.9,7.1,19.1,6.1,-2.2,3.7,51.4,32.4,5.4,-6.1,40.0,38.6,39.0,36.7,38.4,29.8,10.3,6.8,40.7
2001-03,20.6,62.3,73.8,56.0,32.4,25.8,16.3,36.8,11.1,20.9,6.1,8.0,12.0,58.6,44.1,19.0,12.7,39.0,40.4,45.8,36.3,39.1,30.6,4.5,-8.8,47.1
2001-04,4.6,6.0,47.3,54.9,26.6,24.0,19.8,30.9,9.7,5.3,-1.9,9.7,-8.1,33.6,23.7,5.9,-26.9,39.0,35.3,38.0,29.0,31.8,28.2,4.9,-8.3,43.5
2001-05,20.0,42.6,34.2,42.0,26.3,17.5,11.3,14.8,15.8,4.7,-1.9,17.7,-9.9,41.8,24.1,5.6,-10.2,27.1,25.8,32.6,17.8,29.3,25.5,7.8,-2.2,44.9
2001-06,7.4,37.7,31.1,47.9,22.5,18.0,16.7,16.4,16.5,-3.4,-1.9,22.0,-18.2,30.0,13.4,5.3,-38.4,34.6,38.1,47.4,32.2,31.8,30.1,7.5,-0.6,49.3
2001-07,-23.7,3.6,-0.7,50.2,11.7,17.2,20.4,14.4,10.4,-3.4,18.1,20.9,-10.2,20.9,28.3,2.6,-14.2,34.0,31.4,36.9,23.3,31.9,25.1,3.9,-10.0,51.6
2001-08,-5.0,13.7,13.3,41.3,28.2,18.5,15.6,11.4,14.0,12.6,18.1,16.4,4.3,50.0,36.1,7.2,-14.0,33.7,29.6,35.3,19.7,32.4,25.3,-0.7,-21.5,47.2
2001-09,-17.8,0.9,8.8,42.6,27.9,18.5,13.2,21.7,15.1,0.0,18.1,23.9,-22.5,46.5,10.0,4.9,-27.4,26.4,22.5,28.7,12.4,25.7,20.1,-0.1,-24.5,53.4
2001-10,-69.4,-18.2,7.4,31.6,28.4,14.7,13.2,-0.2,15.9,-3.3,-13.9,16.0,-21.4,27.6,7.2,5.4,-46.6,16.5,19.4,34.2,7.6,27.1,25.5,-4.1,-31.5,50.2
2001-11,-43.9,1.3,-2.1,31.3,28.0,14.8,19.3,15.2,15.1,-8.5,-13.9,17.3,-26.8,18.5,21.7,-1.9,-34.6,8.8,11.7,19.6,6.7,24.8,21.8,0.4,-21.5,50.1
2001-12,-22.6,7.0,-13.7,42.3,29.4,19.3,24.2,16.1,13.9,-0.9,-13.9,15.1,-19.6,32.0,36.4,5.2,-20.3,4.9,11.1,27.3,1.2,24.7,21.5,4.6,-12.9,48.3
2002-01,-33.7,-12.7,-1.3,47.8,32.7,23.3,17.0,31.5,10.5,7.0,-5.9,11.7,-16.6,49.3,27.1,-4.1,-36.5,5.7,12.4,30.6,1.0,22.2,21.8,4.4,-6.3,38.6
2002-02,11.8,7.6,-22.0,48.2,10.2,15.3,14.4,19.1,12.4,6.7,-5.9,8.8,-9.3,38.3,31.2,3.5,-20.6,9.1,14.5,31.4,3.1,24.9,17.6,3.7,-5.3,32.7
2002-03,34.9,4.8,-22.2,50.8,25.9,19.3,9.7,17.4,18.7,9.2,-5.9,16.0,-6.0,49.6,36.1,4.5,-10.2,16.9,22.7,41.1,10.1,31.1,20.1,2.1,-6.3,38.4
2002-04,-2.9,-21.6,3.2,46.9,23.6,17.7,13.5,1.0,17.4,5.2,4.1,11.7,-8.2,35.5,13.6,16.0,-15.8,22.2,20.0,19.4,18.3,29.1,21.8,6.3,2.7,35.0
2002-05,23.8,-35.2,-18.7,38.8,23.0,15.1,11.5,6.5,16.6,6.4,-2.9,12.7,-15.9,47.8,31.0,9.3,-32.2,18.7,26.2,40.2,19.7,27.7,20.9,5.1,1.5,36.5
2002-06,-53.2,-43.5,-13.4,27.2,8.6,4.9,8.2,-7.2,21.3,-1.1,0.1,16.0,-23.2,36.1,24.6,13.6,-19.4,9.9,24.6,46.3,17.5,40.7,23.3,3.3,-3.6,21.1
2002-07,-28.4,-13.8,5.8,29.6,-14.1,-2.4,9.0,-4.9,22.7,-2.2,-1.9,21.0,-21.2,35.5,12.4,13.2,-37.0,6.0,20.8,39.7,16.7,32.5,25.6,-1.4,-15.4,23.3
2002-08,-61.7,-46.0,-21.1,32.8,3.8,6.1,15.6,7.9,18.2,9.4,-1.9,5.4,-12.7,46.3,28.3,16.3,-33.8,-9.9,7.2,37.3,-5.8,24.4,21.8,-4.2,-16.3,21.4
2002-09,-63.9,-50.8,-31.2,32.9,18.9,12.6,16.3,13.6,14.0,15.0,-0.9,9.9,-10.5,65.5,35.7,6.7,-21.5,-4.2,10.3,32.4,2.7,21.1,17.6,-4.9,-20.0,23.7
2002-10,-18.8,-20.9,-0.5,25.4,10.8,7.0,14.2,10.8,15.2,8.4,11.1,8.9,-17.5,51.7,47.5,18.3,-24.5,-2.9,11.0,31.3,4.5,23.5,17.4,-6.2,-21.8,25.8
2002-11,-24.4,-10.5,7.2,19.2,9.9,3.7,11.3,-0.7,17.9,8.9,-4.9,11.2,-13.8,51.6,36.5,8.8,-33.6,5.9,17.2,37.3,8.3,28.9,21.8,-6.5,-27.6,25.8
2002-12,-26.0,-4.8,-8.2,6.4,13.5,-0.5,6.8,-9.9,21.4,7.8,3.1,7.1,-12.6,43.1,42.5,6.2,-36.1,-3.2,8.3,32.7,-4.6,29.5,14.8,-11.5,-27.8,34.3
2003-01,-13.6,-11.5,-24.1,22.5,22.7,9.0,10.7,9.7,18.1,2.3,-5.9,10.7,-21.7,39.3,35.2,15.8,-25.9,-11.0,1.6,18.4,-2.5,22.5,15.1,-10.7,-24.7,27.7
2003-02,-5.1,4.3,1.1,17.1,16.5,7.3,6.5,-2.1,11.7,0.3,1.1,10.7,-16.4,28.1,30.0,12.5,-11.0,-0.1,8.8,21.6,4.9,27.3,19.0,-9.3,-23.0,30.5
2003-03,-16.0,-12.3,-14.3,21.2,-8.1,-0.2,8.3,-4.0,13.7,-3.1,-15.9,12.0,-28.9,31.5,34.2,3.1,-43.0,-3.6,9.4,32.4,-0.8,25.2,16.1,-10.4,-27.1,30.5
2003-04,6.9,-12.3,-5.7,10.0,5.7,-1.1,7.3,-1.8,19.0,-1.5,-21.9,15.6,-19.2,30.4,31.5,5.3,-40.6,-9.3,7.0,31.3,-1.1,27.1,14.2,-5.7,-18.2,25.2
2003-05,9.5,0.1,-24.3,19.3,-14.4,-6.4,-4.4,-20.6,24.2,-0.6,-8.9,5.7,-21.8,25.9,23.0,-4.9,-58.2,-6.9,8.2,27.0,4.3,28.7,21.4,-8.1,-19.7,24.3
2003-06,-7.6,-11.2,-23.8,13.4,-11.5,-5.5,0.7,-13.0,18.4,-3.4,-9.9,16.1,-27.2,33.1,14.8,-5.2,-55.5,-14.8,-2.1,14.4,-5.7,29.6,19.2,-6.6,-18.9,24.7
2003-07,12.7,2.6,-44.4,0.7,-2.9,-7.9,9.0,-14.4,21.6,0.9,15.1,20.0,-19.1,42.0,28.4,3.0,-31.9,-4.1,8.3,27.1,1.9,25.3,21.1,-10.5,-27.1,27.1
2003-08,11.6,-5.6,-27.1,21.0,-5.3,-3.5,7.5,-15.7,26.3,8.2,8.1,4.3,-8.6,37.6,31.5,-0.5,-16.6,-11.4,3.3,22.1,-0.7,23.9,14.4,-7.7,-22.7,27.2
2003-09,27.3,2.4,-4.1,22.6,11.5,4.7,11.9,-2.4,19.9,6.3,-5.9,5.0,-19.6,43.6,24.4,0.6,-13.6,-8.8,4.3,21.2,0.4,17.6,13.0,-8.3,-25.3,31.8
2003-10,28.3,4.1,21.8,28.2,13.1,7.6,8.1,-2.2,18.6,13.5,-9.9,3.9,-7.5,51.9,22.8,1.3,-19.5,-5.7,7.8,29.4,-0.2,22.9,14.6,-7.3,-18.9,31.2
